Record_ID,Data_Load_Date,Age,Age_Group,Sex,Job,Job_Category,Housing,Saving accounts,Checking account,Credit amount,Credit_Tier,Duration,Duration_Category,Purpose,Estimated_Monthly_Payment,Credit_Per_Age,Risk,Risk_Score,Exposure_Level,High_Amount_Flag,Long_Duration_Flag,Young_Applicant_Flag
300,2026-01-06,32,Adult (26-35),male,2,Skilled,own,rich,moderate,2745,Medium (2K-5K),21,Medium (1-2yr),furniture/equipment,130.71,85.78,good,1,Medium Exposure,1,0,0
301,2026-01-06,54,Senior (51+),female,0,Unskilled,own,little,Unknown,672,Small (<2K),6,Short (<1yr),car,112.0,12.44,good,1,Low Exposure,0,0,0
302,2026-01-06,42,Middle-Aged (36-50),female,2,Skilled,own,little,moderate,3804,Medium (2K-5K),36,Long (2-3yr),radio/TV,105.67,90.57,bad,0,Medium Exposure,1,1,0
303,2026-01-06,37,Middle-Aged (36-50),male,1,Semi-Skilled,own,Unknown,rich,1344,Small (<2K),24,Medium (1-2yr),car,56.0,36.32,bad,0,Medium Exposure,0,0,0
304,2026-01-06,49,Middle-Aged (36-50),male,2,Skilled,own,little,little,1038,Small (<2K),10,Short (<1yr),car,103.8,21.18,good,1,Low Exposure,0,0,0
305,2026-01-06,44,Middle-Aged (36-50),male,2,Skilled,free,quite rich,Unknown,10127,Very Large (10K+),48,Very Long (3yr+),car,210.98,230.16,bad,0,High Exposure,1,1,0
306,2026-01-06,33,Adult (26-35),male,2,Skilled,own,rich,Unknown,1543,Small (<2K),6,Short (<1yr),furniture/equipment,257.17,46.76,good,1,Low Exposure,0,0,0
307,2026-01-06,24,Young (18-25),female,1,Semi-Skilled,rent,Unknown,Unknown,4811,Medium (2K-5K),30,Long (2-3yr),car,160.37,200.46,good,1,Medium Exposure,1,1,1
308,2026-01-06,33,Adult (26-35),male,1,Semi-Skilled,own,moderate,little,727,Small (<2K),12,Short (<1yr),radio/TV,60.58,22.03,bad,0,Medium Exposure,0,0,0
309,2026-01-06,24,Young (18-25),female,2,Skilled,own,little,moderate,1237,Small (<2K),8,Short (<1yr),furniture/equipment,154.62,51.54,bad,0,Low Exposure,0,0,1
310,2026-01-06,22,Young (18-25),male,1,Semi-Skilled,rent,little,moderate,276,Small (<2K),9,Short (<1yr),car,30.67,12.55,good,1,Low Exposure,0,0,1
311,2026-01-06,40,Middle-Aged (36-50),male,0,Unskilled,free,Unknown,moderate,5381,Large (5K-10K),48,Very Long (3yr+),vacation/others,112.1,134.52,good,1,High Exposure,1,1,0
312,2026-01-06,25,Young (18-25),male,2,Skilled,own,moderate,Unknown,5511,Large (5K-10K),24,Medium (1-2yr),furniture/equipment,229.62,220.44,good,1,Medium Exposure,1,0,1
313,2026-01-06,26,Adult (26-35),female,2,Skilled,own,little,rich,3749,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,156.21,144.19,good,1,Medium Exposure,1,0,1
314,2026-01-06,25,Young (18-25),male,1,Semi-Skilled,own,little,moderate,685,Small (<2K),12,Short (<1yr),car,57.08,27.4,bad,0,Medium Exposure,0,0,1
315,2026-01-06,29,Adult (26-35),male,1,Semi-Skilled,own,Unknown,rich,1494,Small (<2K),4,Short (<1yr),car,373.5,51.52,good,1,Low Exposure,0,0,1
316,2026-01-06,31,Adult (26-35),male,2,Skilled,own,little,little,2746,Medium (2K-5K),36,Long (2-3yr),furniture/equipment,76.28,88.58,bad,0,Medium Exposure,1,1,0
317,2026-01-06,38,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,little,708,Small (<2K),12,Short (<1yr),furniture/equipment,59.0,18.63,good,1,Medium Exposure,0,0,0
318,2026-01-06,48,Middle-Aged (36-50),female,1,Semi-Skilled,own,Unknown,moderate,4351,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,181.29,90.65,good,1,Medium Exposure,1,0,0
319,2026-01-06,32,Adult (26-35),male,2,Skilled,own,little,Unknown,701,Small (<2K),12,Short (<1yr),education,58.42,21.91,good,1,Medium Exposure,0,0,0
320,2026-01-06,27,Adult (26-35),female,1,Semi-Skilled,own,little,little,3643,Medium (2K-5K),15,Medium (1-2yr),furniture/equipment,242.87,134.93,good,1,Medium Exposure,1,0,1
321,2026-01-06,28,Adult (26-35),male,3,Highly Skilled,own,little,moderate,4249,Medium (2K-5K),30,Long (2-3yr),car,141.63,151.75,bad,0,Medium Exposure,1,1,1
322,2026-01-06,32,Adult (26-35),male,2,Skilled,own,little,little,1938,Small (<2K),24,Medium (1-2yr),radio/TV,80.75,60.56,bad,0,Medium Exposure,0,0,0
323,2026-01-06,34,Adult (26-35),male,3,Highly Skilled,free,little,little,2910,Medium (2K-5K),24,Medium (1-2yr),car,121.25,85.59,good,1,Medium Exposure,1,0,0
324,2026-01-06,28,Adult (26-35),male,2,Skilled,own,rich,little,2659,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,147.72,94.96,good,1,Medium Exposure,1,0,1
325,2026-01-06,36,Middle-Aged (36-50),female,2,Skilled,own,little,Unknown,1028,Small (<2K),18,Medium (1-2yr),car,57.11,28.56,good,1,Medium Exposure,0,0,0
326,2026-01-06,39,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,little,3398,Medium (2K-5K),8,Short (<1yr),car,424.75,87.13,good,1,Medium Exposure,1,0,0
327,2026-01-06,49,Middle-Aged (36-50),male,2,Skilled,rent,Unknown,Unknown,5801,Large (5K-10K),12,Short (<1yr),furniture/equipment,483.42,118.39,good,1,Medium Exposure,1,0,0
328,2026-01-06,34,Adult (26-35),female,2,Skilled,own,rich,Unknown,1525,Small (<2K),24,Medium (1-2yr),car,63.54,44.85,good,1,Medium Exposure,0,0,0
329,2026-01-06,31,Adult (26-35),male,2,Skilled,own,little,rich,4473,Medium (2K-5K),36,Long (2-3yr),radio/TV,124.25,144.29,good,1,Medium Exposure,1,1,0
330,2026-01-06,28,Adult (26-35),male,2,Skilled,own,little,moderate,1068,Small (<2K),6,Short (<1yr),radio/TV,178.0,38.14,good,1,Low Exposure,0,0,1
331,2026-01-06,75,Senior (51+),male,3,Highly Skilled,free,little,little,6615,Large (5K-10K),24,Medium (1-2yr),car,275.62,88.2,good,1,Medium Exposure,1,0,0
332,2026-01-06,30,Adult (26-35),female,2,Skilled,own,moderate,Unknown,1864,Small (<2K),18,Medium (1-2yr),education,103.56,62.13,bad,0,Medium Exposure,0,0,0
333,2026-01-06,24,Young (18-25),female,3,Highly Skilled,own,moderate,moderate,7408,Large (5K-10K),60,Very Long (3yr+),car,123.47,308.67,bad,0,High Exposure,1,1,1
334,2026-01-06,24,Young (18-25),female,1,Semi-Skilled,rent,moderate,Unknown,11590,Very Large (10K+),48,Very Long (3yr+),car,241.46,482.92,bad,0,High Exposure,1,1,1
335,2026-01-06,23,Young (18-25),male,2,Skilled,rent,little,little,4110,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,171.25,178.7,bad,0,Medium Exposure,1,0,1
336,2026-01-06,44,Middle-Aged (36-50),male,3,Highly Skilled,rent,little,little,3384,Medium (2K-5K),6,Short (<1yr),furniture/equipment,564.0,76.91,bad,0,Medium Exposure,1,0,0
337,2026-01-06,23,Young (18-25),female,1,Semi-Skilled,own,little,moderate,2101,Medium (2K-5K),13,Medium (1-2yr),radio/TV,161.62,91.35,good,1,Medium Exposure,0,0,1
338,2026-01-06,24,Young (18-25),female,2,Skilled,rent,Unknown,little,1275,Small (<2K),15,Medium (1-2yr),domestic appliances,85.0,53.12,bad,0,Medium Exposure,0,0,1
339,2026-01-06,28,Adult (26-35),male,2,Skilled,own,little,little,4169,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,173.71,148.89,good,1,Medium Exposure,1,0,1
340,2026-01-06,31,Adult (26-35),male,1,Semi-Skilled,own,little,moderate,1521,Small (<2K),10,Short (<1yr),furniture/equipment,152.1,49.06,good,1,Low Exposure,0,0,0
341,2026-01-06,24,Young (18-25),female,2,Skilled,free,little,moderate,5743,Large (5K-10K),24,Medium (1-2yr),education,239.29,239.29,good,1,Medium Exposure,1,0,1
342,2026-01-06,26,Adult (26-35),female,1,Semi-Skilled,rent,little,little,3599,Medium (2K-5K),21,Medium (1-2yr),furniture/equipment,171.38,138.42,good,1,Medium Exposure,1,0,1
343,2026-01-06,25,Young (18-25),male,2,Skilled,rent,quite rich,moderate,3213,Medium (2K-5K),18,Medium (1-2yr),radio/TV,178.5,128.52,good,1,Medium Exposure,1,0,1
344,2026-01-06,33,Adult (26-35),male,3,Highly Skilled,own,little,moderate,4439,Medium (2K-5K),18,Medium (1-2yr),business,246.61,134.52,good,1,Medium Exposure,1,0,0
345,2026-01-06,37,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,rich,3949,Medium (2K-5K),10,Short (<1yr),car,394.9,106.73,good,1,Medium Exposure,1,0,0
346,2026-01-06,43,Middle-Aged (36-50),female,1,Semi-Skilled,own,little,Unknown,1459,Small (<2K),15,Medium (1-2yr),radio/TV,97.27,33.93,good,1,Medium Exposure,0,0,0
347,2026-01-06,23,Young (18-25),male,2,Skilled,own,little,moderate,882,Small (<2K),13,Medium (1-2yr),radio/TV,67.85,38.35,good,1,Medium Exposure,0,0,1
348,2026-01-06,23,Young (18-25),female,0,Unskilled,rent,quite rich,moderate,3758,Medium (2K-5K),24,Medium (1-2yr),radio/TV,156.58,163.39,good,1,Medium Exposure,1,0,1
349,2026-01-06,34,Adult (26-35),male,1,Semi-Skilled,own,moderate,Unknown,1743,Small (<2K),6,Short (<1yr),business,290.5,51.26,good,1,Low Exposure,0,0,0
350,2026-01-06,32,Adult (26-35),male,2,Skilled,free,rich,moderate,1136,Small (<2K),9,Short (<1yr),education,126.22,35.5,bad,0,Low Exposure,0,0,0
351,2026-01-06,23,Young (18-25),female,2,Skilled,rent,little,Unknown,1236,Small (<2K),9,Short (<1yr),domestic appliances,137.33,53.74,good,1,Low Exposure,0,0,1
352,2026-01-06,29,Adult (26-35),female,2,Skilled,own,little,moderate,959,Small (<2K),9,Short (<1yr),furniture/equipment,106.56,33.07,bad,0,Low Exposure,0,0,1
353,2026-01-06,38,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,Unknown,3229,Medium (2K-5K),18,Medium (1-2yr),car,179.39,84.97,good,1,Medium Exposure,1,0,0
354,2026-01-06,28,Adult (26-35),male,2,Skilled,rent,little,little,6199,Large (5K-10K),12,Short (<1yr),radio/TV,516.58,221.39,bad,0,Medium Exposure,1,0,1
355,2026-01-06,46,Middle-Aged (36-50),male,2,Skilled,free,quite rich,Unknown,727,Small (<2K),10,Short (<1yr),education,72.7,15.8,good,1,Low Exposure,0,0,0
356,2026-01-06,23,Young (18-25),male,1,Semi-Skilled,own,little,moderate,1246,Small (<2K),24,Medium (1-2yr),car,51.92,54.17,bad,0,Medium Exposure,0,0,1
357,2026-01-06,49,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,2331,Medium (2K-5K),12,Short (<1yr),radio/TV,194.25,47.57,good,1,Medium Exposure,1,0,0
358,2026-01-06,26,Adult (26-35),male,3,Highly Skilled,own,little,Unknown,4463,Medium (2K-5K),36,Long (2-3yr),radio/TV,123.97,171.65,bad,0,Medium Exposure,1,1,1
359,2026-01-06,28,Adult (26-35),male,2,Skilled,own,little,Unknown,776,Small (<2K),12,Short (<1yr),radio/TV,64.67,27.71,good,1,Medium Exposure,0,0,1
360,2026-01-06,23,Young (18-25),female,2,Skilled,rent,little,little,2406,Medium (2K-5K),30,Long (2-3yr),furniture/equipment,80.2,104.61,bad,0,Medium Exposure,1,1,1
361,2026-01-06,61,Senior (51+),male,2,Skilled,free,Unknown,moderate,1239,Small (<2K),18,Medium (1-2yr),education,68.83,20.31,good,1,Medium Exposure,0,0,0
362,2026-01-06,37,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,rich,3399,Medium (2K-5K),12,Short (<1yr),radio/TV,283.25,91.86,good,1,Medium Exposure,1,0,0
363,2026-01-06,36,Middle-Aged (36-50),female,2,Skilled,own,little,rich,2247,Medium (2K-5K),12,Short (<1yr),car,187.25,62.42,good,1,Medium Exposure,0,0,0
364,2026-01-06,21,Young (18-25),male,2,Skilled,rent,little,Unknown,1766,Small (<2K),6,Short (<1yr),furniture/equipment,294.33,84.1,good,1,Low Exposure,0,0,1
365,2026-01-06,25,Young (18-25),male,0,Unskilled,own,little,little,2473,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,137.39,98.92,bad,0,Medium Exposure,1,0,1
366,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,1542,Small (<2K),12,Short (<1yr),business,128.5,42.83,good,1,Medium Exposure,0,0,0
367,2026-01-06,27,Adult (26-35),male,2,Skilled,own,little,Unknown,3850,Medium (2K-5K),18,Medium (1-2yr),car,213.89,142.59,good,1,Medium Exposure,1,0,1
368,2026-01-06,22,Young (18-25),female,2,Skilled,rent,little,little,3650,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,202.78,165.91,good,1,Medium Exposure,1,0,1
369,2026-01-06,42,Middle-Aged (36-50),male,2,Skilled,own,little,little,3446,Medium (2K-5K),36,Long (2-3yr),furniture/equipment,95.72,82.05,bad,0,Medium Exposure,1,1,0
370,2026-01-06,40,Middle-Aged (36-50),female,2,Skilled,rent,little,moderate,3001,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,166.72,75.03,good,1,Medium Exposure,1,0,0
371,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,3079,Medium (2K-5K),36,Long (2-3yr),car,85.53,85.53,good,1,Medium Exposure,1,1,0
372,2026-01-06,33,Adult (26-35),male,2,Skilled,own,little,Unknown,6070,Large (5K-10K),18,Medium (1-2yr),radio/TV,337.22,183.94,good,1,Medium Exposure,1,0,0
373,2026-01-06,23,Young (18-25),female,2,Skilled,rent,little,Unknown,2146,Medium (2K-5K),10,Short (<1yr),furniture/equipment,214.6,93.3,good,1,Medium Exposure,0,0,1
374,2026-01-06,63,Senior (51+),male,3,Highly Skilled,free,Unknown,Unknown,13756,Very Large (10K+),60,Very Long (3yr+),car,229.27,218.35,good,1,High Exposure,1,1,0
375,2026-01-06,60,Senior (51+),female,3,Highly Skilled,free,moderate,moderate,14782,Very Large (10K+),60,Very Long (3yr+),vacation/others,246.37,246.37,bad,0,High Exposure,1,1,0
376,2026-01-06,37,Middle-Aged (36-50),female,2,Skilled,rent,little,little,7685,Large (5K-10K),48,Very Long (3yr+),business,160.1,207.7,bad,0,High Exposure,1,1,0
377,2026-01-06,34,Adult (26-35),male,2,Skilled,own,little,Unknown,2320,Medium (2K-5K),18,Medium (1-2yr),radio/TV,128.89,68.24,good,1,Medium Exposure,1,0,0
378,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,free,Unknown,Unknown,846,Small (<2K),7,Short (<1yr),radio/TV,120.86,23.5,good,1,Low Exposure,0,0,0
379,2026-01-06,57,Senior (51+),male,3,Highly Skilled,free,little,moderate,14318,Very Large (10K+),36,Long (2-3yr),car,397.72,251.19,bad,0,High Exposure,1,1,0
380,2026-01-06,52,Senior (51+),female,1,Semi-Skilled,own,moderate,Unknown,362,Small (<2K),6,Short (<1yr),car,60.33,6.96,good,1,Low Exposure,0,0,0
381,2026-01-06,39,Middle-Aged (36-50),male,2,Skilled,own,Unknown,little,2212,Medium (2K-5K),20,Medium (1-2yr),furniture/equipment,110.6,56.72,good,1,Medium Exposure,0,0,0
382,2026-01-06,38,Middle-Aged (36-50),female,3,Highly Skilled,free,little,moderate,12976,Very Large (10K+),18,Medium (1-2yr),car,720.89,341.47,bad,0,Medium Exposure,1,0,0
383,2026-01-06,25,Young (18-25),female,2,Skilled,rent,Unknown,Unknown,1283,Small (<2K),22,Medium (1-2yr),car,58.32,51.32,good,1,Medium Exposure,0,0,1
384,2026-01-06,26,Adult (26-35),male,2,Skilled,own,little,rich,1330,Small (<2K),12,Short (<1yr),car,110.83,51.15,good,1,Medium Exposure,0,0,1
385,2026-01-06,26,Adult (26-35),male,1,Semi-Skilled,own,moderate,Unknown,4272,Medium (2K-5K),30,Long (2-3yr),business,142.4,164.31,good,1,Medium Exposure,1,1,1
386,2026-01-06,25,Young (18-25),female,2,Skilled,own,little,Unknown,2238,Medium (2K-5K),18,Medium (1-2yr),radio/TV,124.33,89.52,good,1,Medium Exposure,0,0,1
387,2026-01-06,21,Young (18-25),female,2,Skilled,rent,Unknown,Unknown,1126,Small (<2K),18,Medium (1-2yr),radio/TV,62.56,53.62,good,1,Medium Exposure,0,0,1
388,2026-01-06,40,Middle-Aged (36-50),male,3,Highly Skilled,own,little,moderate,7374,Large (5K-10K),18,Medium (1-2yr),furniture/equipment,409.67,184.35,good,1,Medium Exposure,1,0,0
389,2026-01-06,27,Adult (26-35),male,2,Skilled,own,quite rich,moderate,2326,Medium (2K-5K),15,Medium (1-2yr),business,155.07,86.15,good,1,Medium Exposure,1,0,1
390,2026-01-06,27,Adult (26-35),female,2,Skilled,own,little,Unknown,1449,Small (<2K),9,Short (<1yr),business,161.0,53.67,good,1,Low Exposure,0,0,1
391,2026-01-06,30,Adult (26-35),male,3,Highly Skilled,own,little,Unknown,1820,Small (<2K),18,Medium (1-2yr),car,101.11,60.67,good,1,Medium Exposure,0,0,0
392,2026-01-06,19,Young (18-25),female,1,Semi-Skilled,rent,rich,moderate,983,Small (<2K),12,Short (<1yr),furniture/equipment,81.92,51.74,good,1,Medium Exposure,0,0,1
393,2026-01-06,39,Middle-Aged (36-50),male,3,Highly Skilled,free,little,little,3249,Medium (2K-5K),36,Long (2-3yr),car,90.25,83.31,good,1,Medium Exposure,1,1,0
394,2026-01-06,31,Adult (26-35),female,2,Skilled,own,little,little,1957,Small (<2K),6,Short (<1yr),radio/TV,326.17,63.13,good,1,Low Exposure,0,0,0
395,2026-01-06,31,Adult (26-35),male,3,Highly Skilled,own,little,Unknown,2406,Medium (2K-5K),9,Short (<1yr),furniture/equipment,267.33,77.61,good,1,Medium Exposure,1,0,0
396,2026-01-06,32,Adult (26-35),male,2,Skilled,rent,moderate,moderate,11760,Very Large (10K+),39,Very Long (3yr+),education,301.54,367.5,good,1,High Exposure,1,1,0
397,2026-01-06,55,Senior (51+),female,3,Highly Skilled,free,little,little,2578,Medium (2K-5K),12,Short (<1yr),furniture/equipment,214.83,46.87,good,1,Medium Exposure,1,0,0
398,2026-01-06,46,Middle-Aged (36-50),male,2,Skilled,own,little,little,2348,Medium (2K-5K),36,Long (2-3yr),furniture/equipment,65.22,51.04,good,1,Medium Exposure,1,1,0
399,2026-01-06,46,Middle-Aged (36-50),male,2,Skilled,rent,little,moderate,1223,Small (<2K),12,Short (<1yr),car,101.92,26.59,bad,0,Medium Exposure,0,0,0
400,2026-01-06,43,Middle-Aged (36-50),female,1,Semi-Skilled,own,rich,Unknown,1516,Small (<2K),24,Medium (1-2yr),radio/TV,63.17,35.26,good,1,Medium Exposure,0,0,0
401,2026-01-06,39,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,1473,Small (<2K),18,Medium (1-2yr),radio/TV,81.83,37.77,good,1,Medium Exposure,0,0,0
402,2026-01-06,28,Adult (26-35),male,2,Skilled,own,Unknown,moderate,1887,Small (<2K),18,Medium (1-2yr),business,104.83,67.39,good,1,Medium Exposure,0,0,1
403,2026-01-06,27,Adult (26-35),male,2,Skilled,own,little,Unknown,8648,Large (5K-10K),24,Medium (1-2yr),business,360.33,320.3,bad,0,Medium Exposure,1,0,1
404,2026-01-06,27,Adult (26-35),male,1,Semi-Skilled,own,little,Unknown,802,Small (<2K),14,Medium (1-2yr),car,57.29,29.7,good,1,Medium Exposure,0,0,1
405,2026-01-06,43,Middle-Aged (36-50),male,2,Skilled,own,Unknown,moderate,2899,Medium (2K-5K),18,Medium (1-2yr),car,161.06,67.42,good,1,Medium Exposure,1,0,0
406,2026-01-06,22,Young (18-25),male,2,Skilled,own,little,moderate,2039,Medium (2K-5K),24,Medium (1-2yr),radio/TV,84.96,92.68,bad,0,Medium Exposure,0,0,1
407,2026-01-06,43,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,2197,Medium (2K-5K),24,Medium (1-2yr),car,91.54,51.09,good,1,Medium Exposure,0,0,0
408,2026-01-06,27,Adult (26-35),male,2,Skilled,own,little,little,1053,Small (<2K),15,Medium (1-2yr),radio/TV,70.2,39.0,good,1,Medium Exposure,0,0,1
409,2026-01-06,26,Adult (26-35),male,3,Highly Skilled,own,quite rich,Unknown,3235,Medium (2K-5K),24,Medium (1-2yr),radio/TV,134.79,124.42,good,1,Medium Exposure,1,0,1
410,2026-01-06,28,Adult (26-35),male,2,Skilled,own,quite rich,rich,939,Small (<2K),12,Short (<1yr),car,78.25,33.54,bad,0,Medium Exposure,0,0,1
411,2026-01-06,20,Young (18-25),female,2,Skilled,own,little,moderate,1967,Small (<2K),24,Medium (1-2yr),radio/TV,81.96,98.35,good,1,Medium Exposure,0,0,1
412,2026-01-06,35,Adult (26-35),male,3,Highly Skilled,own,little,Unknown,7253,Large (5K-10K),33,Long (2-3yr),car,219.79,207.23,good,1,High Exposure,1,1,0
413,2026-01-06,42,Middle-Aged (36-50),male,3,Highly Skilled,own,little,Unknown,2292,Medium (2K-5K),12,Short (<1yr),business,191.0,54.57,bad,0,Medium Exposure,0,0,0
414,2026-01-06,40,Middle-Aged (36-50),male,1,Semi-Skilled,rent,quite rich,Unknown,1597,Small (<2K),10,Short (<1yr),car,159.7,39.92,good,1,Low Exposure,0,0,0
415,2026-01-06,35,Adult (26-35),female,2,Skilled,own,Unknown,little,1381,Small (<2K),24,Medium (1-2yr),car,57.54,39.46,bad,0,Medium Exposure,0,0,0
416,2026-01-06,35,Adult (26-35),male,2,Skilled,own,little,Unknown,5842,Large (5K-10K),36,Long (2-3yr),car,162.28,166.91,good,1,High Exposure,1,1,0
417,2026-01-06,33,Adult (26-35),male,1,Semi-Skilled,own,little,little,2579,Medium (2K-5K),12,Short (<1yr),car,214.92,78.15,bad,0,Medium Exposure,1,0,0
418,2026-01-06,23,Young (18-25),female,2,Skilled,rent,Unknown,little,8471,Large (5K-10K),18,Medium (1-2yr),education,470.61,368.3,good,1,Medium Exposure,1,0,1
419,2026-01-06,31,Adult (26-35),female,3,Highly Skilled,own,quite rich,Unknown,2782,Medium (2K-5K),21,Medium (1-2yr),car,132.48,89.74,good,1,Medium Exposure,1,0,0
420,2026-01-06,33,Adult (26-35),female,2,Skilled,own,Unknown,moderate,1042,Small (<2K),18,Medium (1-2yr),car,57.89,31.58,bad,0,Medium Exposure,0,0,0
421,2026-01-06,20,Young (18-25),female,2,Skilled,rent,rich,Unknown,3186,Medium (2K-5K),15,Medium (1-2yr),car,212.4,159.3,good,1,Medium Exposure,1,0,1
422,2026-01-06,30,Adult (26-35),male,2,Skilled,own,Unknown,moderate,2028,Medium (2K-5K),12,Short (<1yr),car,169.0,67.6,good,1,Medium Exposure,0,0,0
423,2026-01-06,47,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,moderate,958,Small (<2K),12,Short (<1yr),car,79.83,20.38,good,1,Medium Exposure,0,0,0
424,2026-01-06,34,Adult (26-35),male,3,Highly Skilled,own,moderate,Unknown,1591,Small (<2K),21,Medium (1-2yr),furniture/equipment,75.76,46.79,good,1,Medium Exposure,0,0,0
425,2026-01-06,25,Young (18-25),female,2,Skilled,own,Unknown,moderate,2762,Medium (2K-5K),12,Short (<1yr),furniture/equipment,230.17,110.48,bad,0,Medium Exposure,1,0,1
426,2026-01-06,21,Young (18-25),male,2,Skilled,rent,little,moderate,2779,Medium (2K-5K),18,Medium (1-2yr),car,154.39,132.33,good,1,Medium Exposure,1,0,1
427,2026-01-06,29,Adult (26-35),male,2,Skilled,own,little,Unknown,2743,Medium (2K-5K),28,Long (2-3yr),radio/TV,97.96,94.59,good,1,Medium Exposure,1,1,1
428,2026-01-06,46,Middle-Aged (36-50),male,2,Skilled,own,rich,Unknown,1149,Small (<2K),18,Medium (1-2yr),radio/TV,63.83,24.98,good,1,Medium Exposure,0,0,0
429,2026-01-06,20,Young (18-25),male,2,Skilled,own,little,Unknown,1313,Small (<2K),9,Short (<1yr),furniture/equipment,145.89,65.65,good,1,Low Exposure,0,0,1
430,2026-01-06,55,Senior (51+),female,0,Unskilled,free,little,little,1190,Small (<2K),18,Medium (1-2yr),repairs,66.11,21.64,bad,0,Medium Exposure,0,0,0
431,2026-01-06,74,Senior (51+),male,1,Semi-Skilled,own,little,Unknown,3448,Medium (2K-5K),5,Short (<1yr),business,689.6,46.59,good,1,Medium Exposure,1,0,0
432,2026-01-06,29,Adult (26-35),male,3,Highly Skilled,own,little,moderate,11328,Very Large (10K+),24,Medium (1-2yr),vacation/others,472.0,390.62,bad,0,Medium Exposure,1,0,1
433,2026-01-06,36,Middle-Aged (36-50),male,3,Highly Skilled,free,little,little,1872,Small (<2K),6,Short (<1yr),furniture/equipment,312.0,52.0,good,1,Low Exposure,0,0,0
434,2026-01-06,33,Adult (26-35),male,2,Skilled,own,little,Unknown,2058,Medium (2K-5K),24,Medium (1-2yr),repairs,85.75,62.36,good,1,Medium Exposure,0,0,0
435,2026-01-06,25,Young (18-25),male,2,Skilled,own,little,little,2136,Medium (2K-5K),9,Short (<1yr),furniture/equipment,237.33,85.44,good,1,Medium Exposure,0,0,1
436,2026-01-06,25,Young (18-25),male,2,Skilled,own,Unknown,moderate,1484,Small (<2K),12,Short (<1yr),radio/TV,123.67,59.36,bad,0,Medium Exposure,0,0,1
437,2026-01-06,23,Young (18-25),male,1,Semi-Skilled,rent,quite rich,Unknown,660,Small (<2K),6,Short (<1yr),repairs,110.0,28.7,good,1,Low Exposure,0,0,1
438,2026-01-06,37,Middle-Aged (36-50),female,2,Skilled,own,rich,Unknown,1287,Small (<2K),24,Medium (1-2yr),car,53.62,34.78,good,1,Medium Exposure,0,0,0
439,2026-01-06,65,Senior (51+),male,0,Unskilled,own,little,little,3394,Medium (2K-5K),42,Very Long (3yr+),repairs,80.81,52.22,good,1,Medium Exposure,1,1,0
440,2026-01-06,26,Adult (26-35),female,0,Unskilled,own,little,rich,609,Small (<2K),12,Short (<1yr),business,50.75,23.42,bad,0,Medium Exposure,0,0,1
441,2026-01-06,39,Middle-Aged (36-50),male,3,Highly Skilled,own,little,Unknown,1884,Small (<2K),12,Short (<1yr),car,157.0,48.31,good,1,Medium Exposure,0,0,0
442,2026-01-06,30,Adult (26-35),female,2,Skilled,own,little,little,1620,Small (<2K),12,Short (<1yr),furniture/equipment,135.0,54.0,good,1,Medium Exposure,0,0,0
443,2026-01-06,29,Adult (26-35),male,2,Skilled,own,little,moderate,2629,Medium (2K-5K),20,Medium (1-2yr),vacation/others,131.45,90.66,good,1,Medium Exposure,1,0,1
444,2026-01-06,41,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,Unknown,719,Small (<2K),12,Short (<1yr),education,59.92,17.54,bad,0,Medium Exposure,0,0,0
445,2026-01-06,30,Adult (26-35),female,3,Highly Skilled,own,little,moderate,5096,Large (5K-10K),48,Very Long (3yr+),furniture/equipment,106.17,169.87,bad,0,High Exposure,1,1,0
446,2026-01-06,41,Middle-Aged (36-50),female,1,Semi-Skilled,rent,Unknown,Unknown,1244,Small (<2K),9,Short (<1yr),education,138.22,30.34,good,1,Low Exposure,0,0,0
447,2026-01-06,34,Adult (26-35),female,2,Skilled,own,little,little,1842,Small (<2K),36,Long (2-3yr),car,51.17,54.18,bad,0,Medium Exposure,0,1,0
448,2026-01-06,35,Adult (26-35),male,2,Skilled,own,little,moderate,2576,Medium (2K-5K),7,Short (<1yr),radio/TV,368.0,73.6,good,1,Medium Exposure,1,0,0
